gutenberg_id,short_title,gutenberg_title,genre,year,author,section,class,act,scene,character,line_number,text
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,title,NA,NA,NA,NA,THE WINTER’S TALE
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,author,NA,NA,NA,NA,by William Shakespeare
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents_header,NA,NA,NA,NA,Contents
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT I,NA,NA,NA,ACT I
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT I,Scene I,NA,NA,Scene I. Sicilia. An Antechamber in Leontes’ Palace.
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT I,Scene II,NA,NA,Scene II. The same. A Room of State in the Palace.
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT II,NA,NA,NA,ACT II
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT II,Scene I,NA,NA,Scene I. Sicilia. A Room in the Palace.
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT II,Scene II,NA,NA,Scene II. The same. The outer Room of a Prison.
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT II,Scene III,NA,NA,Scene III. The same. A Room in the Palace.
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT III,NA,NA,NA,ACT III
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT III,Scene I,NA,NA,Scene I. Sicilia. A Street in some Town.
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT III,Scene II,NA,NA,Scene II. The same. A Court of Justice.
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT III,Scene III,NA,NA,Scene III. Bohemia. A desert Country near the Sea.
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT IV,NA,NA,NA,ACT IV
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT IV,Scene I,NA,NA,Scene I. Prologue.
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT IV,Scene II,NA,NA,Scene II. Bohemia. A Room in the palace of Polixenes.
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT IV,Scene III,NA,NA,Scene III. The same. A Road near the Shepherd’s cottage.
1539,Winter's Tale,THE WINTER’S TALE,Comedy,1611,William Shakespeare,front_matter,contents,ACT IV,Scene IV,NA,NA,Scene IV. The same. A Shepherd’s Cottage.
